25529:8,17,58,76,84,302,508,518,616,654
25535:17,17,17,17,17,17,17,17,17,17
25583:17,29,58,76,84,302,354,361,616,654
25608:17,17,17,17,17,17,17,17,17,17
25612:61,70,81,226,238,285,301,322,352,873
25614:225,9354,10503,12548,16365,17145,21963,28729,41323,84046
25615:20241,21416,22812,27252,29244,59923,63536,67277,72921,74935
25619:8,29,58,76,84,302,354,518,616,654
25666:8,17,29,58,76,84,302,564,616,654
25677:17,17,17,17,17,17,17,17,17,17
25679:8,17,58,76,302,564,616,654,698,2139
25693:8,17,70,226,302,508,518,616,1023,1382
25694:17,40,76,302,500,508,616,698,2139,3484
25702:17,58,84,101,302,518,616,650,654,1102
25704:17,29,58,70,76,84,302,650,654,24468
25716:70,101,327,361,542,947,1077,13448,23827,25470
25719:8,29,58,84,302,354,518,616,654,1102
25749:17,58,65,76,224,302,358,650,1344,19221
25750:157,197,564,840,2548,3196,3307,5111,7160,8069
25751:76,238,302,327,347,508,698,3847,9043,24467
25755:17,17,17,17,17,17,17,17,17,17
25759:8,15,17,58,302,518,542,616,654,1190
25771:17,84,138,236,302,354,616,1109,1693,5604
25778:17,17,17,17,17,17,17,17,17,17
25779:17,58,70,76,81,84,138,302,616,654
25800:17,70,81,226,302,500,508,564,780,5767
25822:17,17,17,17,17,17,17,17,17,17
25831:17,327,787,1077,1468,4671,7468,7622,9594,14259
25836:76,168,719,984,1326,1460,2153,2275,5480,8860
25842:8,508,542,790,873,2149,12427,16739,25196,97610
25852:17,17,17,17,17,17,17,17,17,17
25853:17,17,17,17,17,17,17,17,17,17
25854:17,17,17,17,17,17,17,17,17,17
25861:17,17,17,17,17,17,17,17,17,17
25865:8,17,70,81,138,140,226,289,518,1884
25872:17,17,17,17,17,17,17,17,17,17
25887:26898,26976,30587,47265,17,17,17,17,17,17
25919:8,17,58,76,302,361,564,616,654,698
25922:94,245,441,710,1002,1744,1784,2715,4268,4513
25924:8,15,17,58,302,518,564,616,654,861
25933:8,15,17,32,61,245,302,518,542,616
25940:8,17,58,76,302,518,542,616,654,861
25947:17,17,17,17,17,17,17,17,17,17
25951:17,81,124,238,358,521,2021,2583,3039,15984
25976:17,40,76,81,262,564,1730,2139,3568,5097
25977:17,189,378,508,1352,1712,3107,3172,4825,10041
25989:669,4409,9674,13077,16965,19528,24933,30815,37112,51232
25991:17,17,17,17,17,17,17,17,17,17
25994:17,17,17,17,17,17,17,17,17,17
26001:17,224,347,361,866,891,1119,1546,2021,2063
26021:8,17,84,245,302,616,654,891,899,1187
26036:17,17,17,17,17,17,17,17,17,17
26084:15,17,58,302,354,364,616,650,654,1023
26100:203,2543,4671,7622,8867,11855,12861,17486,19152,42989
26102:8,17,29,58,76,84,302,542,616,654
26108:2730,44041,17,17,17,17,17,17,17,17
26115:17,17,17,17,17,17,17,17,17,17
26125:168,463,719,760,984,1326,1400,1528,5480,10267
26146:17,17,17,17,17,17,17,17,17,17
26147:17,76,224,301,947,8322,9674,13077,16965,24933
26162:29,58,84,138,302,542,616,650,654,866
26167:7566,8866,35450,41804,67633,70862,92045,98743,114415,120595
26173:32,40,138,182,364,483,675,986,1086,1764
26174:8,15,17,58,302,542,564,616,650,654
26178:17,29,76,84,302,518,542,564,650,654
26181:8,17,58,84,302,518,564,616,650,654
26197:8,17,58,81,302,518,542,616,873,1099
26234:378,546,654,813,899,932,999,1200,2769,48211
26238:8,17,22,76,84,302,508,654,1023,1382
26248:17,236,776,3448,6673,8197,8861,10075,10682,11621
26249:17,17,17,17,17,17,17,17,17,17
26250:17,17,17,17,17,17,17,17,17,17
26262:26633,35599,40607,41729,48270,71833,100294,17,17,17
26263:17,17,17,17,17,17,17,17,17,17
26288:18,15833,18831,25483,46626,91001,106514,17,17,17
26290:17,17,17,17,17,17,17,17,17,17
26307:15,17,29,58,70,84,302,518,616,654
26312:8,17,29,58,84,302,542,616,650,654
26325:17,76,189,302,508,542,564,616,654,4755
26330:8,15,17,58,302,542,564,616,650,654
26332:17,17,17,17,17,17,17,17,17,17
26349:17,17,17,17,17,17,17,17,17,17
26383:17,17,17,17,17,17,17,17,17,17
26403:8,17,58,76,289,302,542,564,616,654
26410:58,76,81,358,361,616,698,866,2139,42375
26430:4,40,538,698,8102,8574,10048,10305,18452,43086
26431:17,76,81,605,840,5767,8454,10503,14508,27291
26432:15,17,58,76,302,542,564,616,650,654
26440:17,17,17,17,17,17,17,17,17,17
26441:8,29,58,76,84,302,354,616,654,1102
26442:17,17,17,17,17,17,17,17,17,17
26453:10519,17865,29532,30977,35793,39668,44004,47327,69113,99712
26458:17,17,17,17,17,17,17,17,17,17
26471:168,463,574,661,719,984,1400,2632,5480,8733
26510:17,17,17,17,17,17,17,17,17,17
26514:8,15,17,32,58,302,542,616,650,654
26516:70,81,262,641,1498,5381,12022,12586,16387,63933
26522:17,76,224,301,947,8322,9674,13077,16965,24933
26545:17,40,76,508,698,8419,22059,23595,28632,31342
26564:17,70,81,140,226,262,616,731,780,5767
26566:8,29,58,76,84,302,354,616,654,1102
26569:8,15,17,29,58,302,518,616,650,654
26577:3514,5975,6379,12186,16526,17738,18863,35991,39566,56439
26586:17,17,17,17,17,17,17,17,17,17
26602:17,17,17,17,17,17,17,17,17,17
26610:17,17,17,17,17,17,17,17,17,17
26612:17,58,76,81,289,301,302,500,650,12706
26615:17,17,17,17,17,17,17,17,17,17
26616:17,17,17,17,17,17,17,17,17,17
26628:17,29,58,76,182,302,616,650,654,1245
26632:70232,17,17,17,17,17,17,17,17,17
26636:17,17,17,17,17,17,17,17,17,17
26638:8,17,29,58,76,84,138,302,616,654
26639:8,17,76,500,564,698,1730,2139,5097,10039
26641:8,15,17,29,58,302,542,616,654,1196
26689:8,17,58,76,302,542,564,616,650,654
26691:8,29,58,76,84,302,354,616,654,1102
26707:17,17,17,17,17,17,17,17,17,17
26728:8,17,29,58,70,81,302,542,616,654
26732:8,29,58,76,84,302,354,616,650,654
26734:17,17,17,17,17,17,17,17,17,17
26736:8,29,58,76,84,302,354,616,650,1102
26746:17,70,76,84,226,302,354,361,616,650
26750:4,70,81,367,564,698,3054,8574,12332,41249
26768:17,17,17,17,17,17,17,17,17,17
26772:8,17,70,226,302,508,518,616,1023,1382
26779:8,15,17,61,157,245,302,564,616,654
26783:8,17,70,245,302,508,616,873,947,1382
26816:124,1326,1790,1966,2068,13366,16124,21008,41088,78375
26831:17,48,70,84,302,354,654,875,1187,2162
26834:219,535,1002,1446,1730,1784,2100,2548,2717,8483
26842:17,76,138,224,236,354,654,698,866,2139
26844:17,70,76,81,168,564,698,719,1023,2139
26845:17,17,17,17,17,17,17,17,17,17
26856:17,17,17,17,17,17,17,17,17,17
26867:17,17,17,17,17,17,17,17,17,17
26882:17,17,17,17,17,17,17,17,17,17
26909:373,378,5477,9844,22182,24794,30948,48836,86027,111775
26919:8,29,58,76,84,302,354,616,654,1102
26946:8,17,84,302,616,650,947,1495,8660,15921
26949:17,17,17,17,17,17,17,17,17,17
26956:8,17,29,58,84,302,518,542,650,654
26960:8,29,58,76,84,302,354,616,654,1102
26968:8,29,58,76,84,302,354,616,654,1102
26969:371,431,441,710,827,1205,1256,4547,5122,6315
26971:76,168,661,719,801,984,1326,2318,5738,8860
26972:17,70,76,81,226,302,564,616,654,698
26995:3348,7153,46080,70366,70728,76334,76782,102415,103901,17
27006:1645,1720,1790,2068,5617,15110,22114,34453,54351,62002
27052:17,17,17,17,17,17,17,17,17,17
27055:8,17,58,101,138,289,302,542,616,654
27089:17,58,84,101,302,542,564,616,654,1102
27090:17,189,378,508,1352,1712,6434,7831,10041,20806
27112:8,17,58,76,302,542,564,616,650,654
27116:17,17,17,17,17,17,17,17,17,17
27124:8,17,58,70,302,542,564,616,650,654
27126:17,17,17,17,17,17,17,17,17,17
27136:17,17,17,17,17,17,17,17,17,17
27148:17,58,70,749,36428,17,17,17,17,17
27166:17,17,17,17,17,17,17,17,17,17
27172:81,140,226,564,986,1749,1888,2967,3423,3819
27173:8,29,58,76,84,302,616,650,654,1102
27180:58,76,302,429,616,650,654,901,1475,2414
27191:15,17,58,84,302,518,542,616,654,787
27195:463,617,684,2318,5852,6901,13896,16697,31754,68452
27225:8,17,58,76,302,518,542,616,654,736
27250:17,17,17,17,17,17,17,17,17,17
27273:8,15,17,58,84,245,302,518,616,654
27286:8,17,29,76,84,302,542,616,650,654
27289:138,162,289,301,356,398,508,616,654,20143
27292:2950,4202,4819,7082,12041,19634,29294,56269,84277,93543
27293:17,17,17,17,17,17,17,17,17,17
27295:17,29,58,76,84,302,542,616,650,654
27313:17,17,17,17,17,17,17,17,17,17
27337:168,500,719,984,1069,2642,2888,5480,8733,21008
27338:8,15,17,58,302,518,542,616,654,1196
27341:17,17,17,17,17,17,17,17,17,17
27373:8,29,58,76,84,302,354,616,654,1102
27381:6491,8465,22511,33432,74565,17,17,17,17,17
27384:616,866,3003,7201,18260,21517,28611,35509,40228,74885
27404:8,29,58,76,84,302,354,361,616,654
27406:8,17,29,58,76,84,302,354,616,1102
27420:17,70,76,363,542,564,654,718,787,1535
27430:17,81,302,311,508,654,780,3137,9790,10071
27431:8,17,58,70,76,81,226,564,616,654
27435:8,29,58,76,84,302,354,616,654,1102
27447:306,603,2510,4656,5975,6311,7926,9054,13341,14268
27448:70,81,140,226,262,508,780,3137,3423,5767
27465:17,58,76,226,262,302,500,616,654,780
27466:17,189,508,1352,1527,1712,3107,3172,4825,10041
27480:17,17,17,17,17,17,17,17,17,17
27481:2748,35784,73611,83298,17,17,17,17,17,17
27503:8,17,58,76,302,361,564,616,654,698
27505:17,70,76,245,262,302,500,616,2139,5726
27508:8,17,245,327,518,787,947,1119,8151,8579
27510:17,17,17,17,17,17,17,17,17,17
27514:533,603,911,4040,5975,6311,12294,15506,19206,25145
27539:17,17,17,17,17,17,17,17,17,17
27540:15,76,285,347,616,650,1382,10548,12690,43688
27546:76,1420,2200,4944,6245,40244,46369,53083,56296,86421
27549:8,17,58,84,302,518,542,616,650,654
27551:76,262,327,508,542,564,656,1023,1382,29741
27579:8,17,70,76,226,302,508,616,1023,1382
27584:17,58,70,76,226,262,302,616,654,780
27585:17,29,58,76,84,302,354,361,616,654
27586:17,70,157,197,302,2548,3196,4755,5111,27070
27594:8,17,58,61,518,542,616,654,1535,1764
27595:8,17,245,353,518,654,1951,4589,4797,8694
27596:17,40,76,302,698,1787,2139,2600,23470,30317
27597:17,17,17,17,17,17,17,17,17,17
27598:17,17,17,17,17,17,17,17,17,17
27616:17,17,17,17,17,17,17,17,17,17
27627:17,17,17,17,17,17,17,17,17,17
27671:17,17,17,17,17,17,17,17,17,17
27672:6,8,17,84,283,302,518,542,654,1102
27673:8,15,17,29,58,302,364,518,616,654
27701:17,17,17,17,17,17,17,17,17,17
27702:8,17,58,70,76,84,302,564,616,654
27737:17,17,17,17,17,17,17,17,17,17
27739:8,29,76,84,354,518,542,616,650,654
27760:1712,7492,7728,19403,27273,41086,41741,55816,61167,81994
27764:8,17,58,76,302,518,542,564,616,654
27774:17,58,70,138,301,327,698,1535,7680,11310
27789:17,32,70,76,81,245,302,564,654,787
27794:1847,6329,7280,23071,36484,55367,17,17,17,17
27798:8,17,48,84,245,302,518,899,1187,2162
27799:17,76,226,508,564,650,736,901,1326,1790
27803:53195,54508,17,17,17,17,17,17,17,17
27837:17,70,157,197,302,2548,3196,4755,5111,27070
27863:8,17,29,58,70,76,84,302,616,654
27897:29509,31295,35846,46724,58982,64671,104176,109835,118856,122115
27902:17,29,58,76,84,302,354,361,616,654
27912:521,986,1023,3536,3715,7409,8973,10600,13368,15553
27923:378,508,539,873,931,1539,2318,9652,14820,56693
27929:17,17,17,17,17,17,17,17,17,17
27931:8,17,84,302,354,518,616,654,1102,1405
27932:17,17,17,17,17,17,17,17,17,17
27933:15,17,58,76,81,302,542,564,654,698
27940:8,17,58,84,302,508,518,616,654,873
27958:8,15,17,84,302,354,518,654,1102,1175
27990:17,17,17,17,17,17,17,17,17,17
28019:17,29,58,76,302,354,542,616,654,1102
28020:8,17,48,84,302,354,518,616,654,1187
28021:8,17,29,58,76,84,616,650,654,1102
28031:8,17,58,94,245,302,354,518,616,654
28032:17,17,17,17,17,17,17,17,17,17
28037:8,15,17,29,58,302,518,542,616,654
28040:70,609,1836,6233,7585,20220,37683,39193,58619,84803
28058:8,17,29,76,84,302,354,616,650,1102
28075:8,29,58,76,84,302,518,542,650,1102
28086:8,17,58,76,84,302,542,564,616,654
28104:135,168,463,719,1326,1400,2642,5480,5557,8860
28108:8,17,58,84,302,564,616,650,654,736
28110:17,58,76,224,238,302,542,616,650,654
28138:76,168,463,564,661,984,1326,1400,2318,5480
28139:8,15,17,58,302,508,542,564,616,654
28152:2312,3481,14505,17498,20008,23595,25466,31760,37647,81719
28181:8,17,62,273,356,364,518,1086,2110,3101
28184:8,17,58,70,76,81,226,564,616,654
28189:8,398,518,1668,19556,29562,40526,50168,51053,53346
28194:8,29,58,76,84,302,616,650,654,1102
28204:17,17,17,17,17,17,17,17,17,17
28216:17,61,76,224,245,302,508,616,654,8566
28218:8,17,58,76,508,518,542,564,616,4755
28224:17,58,76,84,302,354,361,616,650,654
28229:17,70,76,1310,1787,2600,5741,17426,26376,34309
28237:17,76,616,1069,2406,6906,8226,20416,42870,51980
28242:8,17,58,70,84,302,564,616,650,654
28246:8,15,17,58,302,518,542,564,616,654
28247:29,76,81,84,94,138,654,780,1164,8588
28279:8,17,29,58,76,84,616,650,654,1102
28300:17,58,76,84,138,302,354,564,616,654
28306:168,463,719,984,2259,2318,5480,5738,8860,41634
28321:8,101,289,370,398,1957,2193,2602,3527,5598
28354:302,1023,1476,1614,1937,3323,4174,6549,16372,99039
28364:8,17,58,76,84,302,518,564,616,654
28386:8,17,58,76,302,542,564,616,650,654
28401:17,17,17,17,17,17,17,17,17,17
28402:660,1112,2832,16258,22690,24464,29826,32928,62680,66090
28403:15,17,58,61,289,302,542,616,654,690
28404:8,17,29,58,76,84,302,616,650,654
28414:17,17,17,17,17,17,17,17,17,17
28484:17,17,17,17,17,17,17,17,17,17
28485:8,15,17,58,76,84,302,518,616,654
28492:17,70,81,140,226,508,780,986,3423,7211
28493:17,70,76,81,226,302,508,564,616,654
28496:17,17,17,17,17,17,17,17,17,17
28520:17,17,17,17,17,17,17,17,17,17
28523:8,15,17,58,76,302,542,616,650,654
28525:8,29,58,76,84,302,354,616,654,1102
28527:8,17,84,302,508,518,564,616,1986,3704
28543:17,58,238,273,330,542,710,873,1109,2302
28544:17,84,224,508,518,1002,1987,3307,6745,27322
28553:15,17,58,76,302,518,542,616,650,654
28554:19466,21521,27012,30536,37692,39376,44062,44848,50237,73003
28558:17,17,17,17,17,17,17,17,17,17
28560:17,70,76,81,138,226,302,508,564,616
28579:17,58,70,76,81,302,564,616,650,654
28585:6514,7877,15437,22258,29562,33809,36778,37015,67107,88104
28606:8,17,58,84,302,429,616,654,861,1102
28612:17,17,17,17,17,17,17,17,17,17
28620:8,15,17,58,101,289,302,518,616,654
28663:8,17,58,84,155,302,542,616,654,3101
28681:8,29,58,76,84,302,354,616,654,1102
28683:8,17,76,81,302,508,616,782,2194,15112
28691:81,84,224,302,542,616,650,654,780,1344
28700:8,3860,28989,47376,110614,17,17,17,17,17
28703:262,327,718,1099,1164,1402,1550,4148,13928,49123
28762:12420,16452,19701,21682,26249,42585,42821,52141,67372,69190
28773:8,17,58,84,302,564,616,650,654,736
28793:17,17,17,17,17,17,17,17,17,17
28801:8,29,58,76,84,302,354,616,654,1102
28827:8,15,17,61,94,103,245,302,508,616
28858:29049,45415,17,17,17,17,17,17,17,17
28861:17,366,925,931,1344,2097,4494,7806,12259,24990
28862:6,398,2447,3634,3829,5598,9388,9629,11644,14964
28873:17,101,302,542,564,616,698,787,2139,4292
28876:1951,13392,14955,30978,49965,69190,88134,89915,94923,96102
28885:17,17,17,17,17,17,17,17,17,17
28892:17,17,17,17,17,17,17,17,17,17
28893:8,17,84,101,302,518,564,616,654,656
28900:70,81,226,354,616,873,931,1276,1360,8016
28908:70,81,140,226,500,780,986,2241,3423,7211
28940:64457,17,17,17,17,17,17,17,17,17
28946:17,61,94,245,302,353,518,616,1405,2268
28973:8,17,58,76,302,542,564,616,650,654
28981:17,17,17,17,17,17,17,17,17,17
28988:17,17,17,17,17,17,17,17,17,17
28992:17,17,17,17,17,17,17,17,17,17
28996:17,17,17,17,17,17,17,17,17,17
29015:8,15,17,29,58,84,302,542,616,654
29029:15,17,29,32,58,76,302,616,650,654
29032:8,29,58,76,84,302,616,650,654,1102
29033:17,17,17,17,17,17,17,17,17,17
29038:17,44,873,924,1326,1382,1592,2318,2548,58227
29045:8,17,29,58,76,84,302,354,616,1102
29046:554,1847,3546,10525,13815,22019,23565,28516,87334,95378
29056:17,58,61,76,245,302,508,616,654,1744
29062:8,29,58,76,301,302,354,518,616,654
29074:8,17,58,76,302,542,564,616,650,654
29080:17,17,17,17,17,17,17,17,17,17
29104:69,1617,1917,3440,12597,17,17,17,17,17
29114:17,70,76,84,224,226,650,899,1102,1109
29133:76,533,5319,5372,7926,8772,10981,11590,13971,25145
29135:8,17,76,84,245,302,654,891,899,1187
29138:17,17,17,17,17,17,17,17,17,17
29141:70,138,162,650,654,787,1023,1109,4138,20096
29169:17,17,17,17,17,17,17,17,17,17
29208:17,17,17,17,17,17,17,17,17,17
29214:17,17,17,17,17,17,17,17,17,17
29239:8,17,119,131,327,363,873,931,947,1382
29252:17,76,347,358,1176,1355,14966,15180,20416,27364
29326:17,17,17,17,17,17,17,17,17,17
29338:8,29,58,76,84,302,354,616,654,1102
29360:17,17,17,17,17,17,17,17,17,17
29368:8,17,58,84,289,302,616,654,1109,1410
29387:19291,71615,17,17,17,17,17,17,17,17
29395:17,17,17,17,17,17,17,17,17,17
29417:3817,4320,18994,26741,30598,40652,52443,69859,78944,103305
29423:17,17,17,17,17,17,17,17,17,17
29424:8,17,29,58,76,302,542,616,650,654
29432:17,17,17,17,17,17,17,17,17,17
29458:226,1803,2869,5614,5738,10493,11470,29161,33558,93706
29465:8,17,58,84,301,302,518,616,654,1102
29468:17,17,17,17,17,17,17,17,17,17
29491:8,17,32,58,61,245,302,518,616,654
29497:8,17,29,76,84,289,302,616,650,654
29524:8,17,58,76,302,542,564,616,650,654
29525:17,17,17,17,17,17,17,17,17,17
29548:8,17,58,84,301,302,542,616,654,1102
29549:17,76,168,564,719,984,1326,1400,2153,8860
29557:8,17,70,76,302,542,616,654,698,2139
29558:8,17,76,84,302,508,654,1023,1382,4671
29561:8,17,58,70,76,302,518,564,616,654
29569:6,8,17,58,302,542,554,616,650,654
29573:17,76,361,564,698,890,2139,3568,5097,10039
29578:17,17,17,17,17,17,17,17,17,17
29582:17,17,17,17,17,17,17,17,17,17
29607:17,29,58,76,84,302,354,616,654,866
29608:8,17,245,508,518,542,564,654,787,902
29620:8,17,58,76,302,518,542,650,654,861
29668:17,17,17,17,17,17,17,17,17,17
29700:17,17,17,17,17,17,17,17,17,17
29701:17,17,17,17,17,17,17,17,17,17
29708:17,58,62,302,486,542,616,650,654,861
29724:46,225,378,508,714,2083,4261,8084,31445,118388
29725:6,17,40,70,76,226,273,508,787,6545
29763:17,58,70,94,224,238,302,354,654,1023
29777:17,76,224,301,947,8322,9674,13077,16965,24933
29781:168,463,550,574,719,901,1081,2103,2318,2642
29786:17,58,81,902,947,1102,1196,1558,2139,2162
29825:17,17,17,17,17,17,17,17,17,17
29837:17,84,302,327,654,7334,9594,38004,44949,17
29853:226,301,508,880,1382,7608,9655,15947,54181,98723
29864:8,29,58,76,84,302,354,361,616,654
29869:211,2097,7140,7997,10120,27627,32108,45021,87046,109738
29873:17,17,17,17,17,17,17,17,17,17
29882:17,17,17,17,17,17,17,17,17,17
29885:13060,17582,18471,22527,46138,54806,79352,106557,114503,115906
29892:306,533,947,2510,6668,12720,13594,36658,40900,70031
29898:17,58,76,302,508,873,931,947,1382,3704
29914:17,17,17,17,17,17,17,17,17,17
29921:8,29,58,76,84,302,354,616,654,1102
29922:17,17,17,17,17,17,17,17,17,17
29923:8,17,29,58,76,84,302,616,650,654
29930:17,17,17,17,17,17,17,17,17,17
29943:363,565,802,2509,5078,5567,13229,15204,26531,53369
29956:17,17,17,17,17,17,17,17,17,17
29968:76,238,749,4023,5056,8692,11543,14993,19648,83825
29972:8,17,32,58,302,364,518,542,616,654
29993:17,17,17,17,17,17,17,17,17,17
30054:17,17,17,17,17,17,17,17,17,17
30064:15,58,61,162,302,542,616,650,654,861
30071:17,58,76,302,542,564,616,650,654,698
30085:8,17,29,58,76,84,616,650,654,1102
30088:17,48,70,84,302,354,654,1119,1187,2162
30094:17,29,58,76,182,302,616,650,654,1245
30100:8,17,58,76,84,302,518,616,650,654
30111:8,17,84,245,301,302,518,616,654,899
30151:216,1342,2588,4032,6243,32261,36743,39446,40483,64973
30164:1790,2704,8445,8691,14514,17494,22079,22351,38283,66125
30189:17,17,17,17,17,17,17,17,17,17
30212:67498,17,17,17,17,17,17,17,17,17
30219:306,603,1397,2510,4656,5975,6311,9054,13341,14268
30227:15,17,61,84,101,245,302,518,654,1102
30247:103,245,353,379,710,1002,2715,2955,3521,4268
30264:8,15,17,58,302,518,542,564,616,654
30282:17,29,58,76,84,302,354,361,616,654
30288:8396,15069,20572,29661,34445,35870,53386,55391,76697,87634
30290:17,17,17,17,17,17,17,17,17,17
30304:8,17,70,245,508,518,654,873,931,1023
30309:17,70,76,81,138,226,302,508,564,616
30312:8,17,58,84,101,302,518,542,616,654
30328:8,17,76,377,1077,1131,13108,16468,24775,46776
30335:17,17,17,17,17,17,17,17,17,17
30354:8,17,58,76,302,508,518,542,616,654
30375:17,29,76,101,302,354,518,564,650,654
30392:17,58,84,224,302,564,616,654,736,8232
30396:8,29,58,76,84,354,518,542,650,1102
30399:17,40,76,81,226,302,698,2139,2600,2778
30401:8,17,58,61,302,518,542,616,650,654
30417:15,17,32,58,61,302,518,542,616,654
30453:8,17,58,76,302,542,564,616,650,654
30481:8,17,58,70,76,302,564,616,654,780
30482:17,29,58,76,84,302,354,361,616,654
30487:17,17,17,17,17,17,17,17,17,17
30527:17,17,17,17,17,17,17,17,17,17
30543:8,17,29,70,76,84,224,564,654,866
30582:8,17,29,58,84,302,564,616,650,654
30610:17,17,17,17,17,17,17,17,17,17
30617:8,70,76,138,224,302,518,616,654,1102
30621:17,70,76,226,302,508,564,650,5567,38234
30622:285,322,564,1617,12495,12597,43327,48197,93408,121818
30626:15906,21607,22303,28693,31422,31883,47544,78853,103775,122762
30647:76,358,1176,6906,8226,11887,27364,42870,43400,45123
30670:8,29,58,76,84,302,354,518,616,654
30694:741,4016,5671,13581,16717,22420,29000,57558,68489,78658
30698:17,17,17,17,17,17,17,17,17,17
30701:8,29,58,76,84,302,354,616,654,1102
30712:8,17,58,76,302,361,564,616,654,698
30721:8,17,32,58,76,245,302,542,616,654
30738:8,17,70,76,245,508,564,1002,1205,1410
30739:8,17,70,76,245,354,361,508,518,866
30764:8,29,58,76,84,302,518,616,650,654
30767:17,61,84,131,226,245,616,2548,7210,8066
30825:8,17,29,58,84,302,542,616,650,1102
30840:8,15,17,58,84,302,518,542,616,654
30854:17,17,17,17,17,17,17,17,17,17
30874:8,17,58,84,302,327,354,518,787,3039
30876:17,70,76,354,698,901,1326,1790,3789,8011
30886:17,76,358,361,508,564,616,866,2139,2939
30887:17,61,76,224,302,361,564,616,866,5567
30901:8,15,17,58,302,518,542,616,650,654
30902:49,4363,6589,6614,11396,13203,18114,20911,32352,40010
30906:9354,17145,19489,30439,17,17,17,17,17,17
30921:24032,32960,38713,39860,49652,50463,58835,68947,85656,98736
30927:8,29,58,76,84,302,518,616,654,1102
30934:8,17,29,58,84,302,354,616,650,1102
30937:40,96,500,542,698,901,2414,3144,5363,6901
30958:6,15,17,58,238,245,301,542,736,899
30982:17,61,70,986,6156,33504,35355,52930,69909,107384
30984:16405,88637,114600,17,17,17,17,17,17,17
30989:17,17,17,17,17,17,17,17,17,17
30990:17,70,76,81,138,226,302,564,616,654
31000:17,17,17,17,17,17,17,17,17,17
31001:8,17,58,76,84,302,564,616,654,1102
31004:17,76,224,301,947,8322,9674,13077,16965,24933
31005:6,17,29,58,84,285,302,518,616,654
31010:17,17,17,17,17,17,17,17,17,17
31016:17,76,224,947,8322,9674,13077,16965,24933,30815
31023:81,236,245,840,856,2140,4364,4755,4919,12937
31034:17,17,17,17,17,17,17,17,17,17
31096:650,1772,1878,2631,3265,4508,5956,9313,12435,18293
31105:76,81,168,262,463,564,698,719,984,5480
31113:17,17,17,17,17,17,17,17,17,17
31118:17,17,17,17,17,17,17,17,17,17
31130:8,15,17,61,65,119,245,508,616,931
31151:15,17,29,58,61,84,302,518,616,654
31158:17,17,17,17,17,17,17,17,17,17
31159:17,157,508,2548,3196,4755,5111,8069,10541,27070
31175:17,17,17,17,17,17,17,17,17,17
31225:48,97,101,182,224,398,749,899,1023,1187
31236:17,17,17,17,17,17,17,17,17,17
31239:17,17,17,17,17,17,17,17,17,17
31267:84,518,3642,3824,5927,10356,14728,19666,32320,53077
31273:10923,64949,120409,17,17,17,17,17,17,17
31274:17,17,17,17,17,17,17,17,17,17
31275:8,29,58,70,84,518,616,650,654,1102
31288:17,17,17,17,17,17,17,17,17,17
31293:8,15,17,58,101,289,302,542,616,654
31321:17,76,238,347,3977,13051,14237,37838,39089,68282
31345:8,17,81,226,301,363,654,859,1405,1550
31348:17,17,17,17,17,17,17,17,17,17
31352:17,17,17,17,17,17,17,17,17,17
31355:17,17,17,17,17,17,17,17,17,17
31356:15,17,58,61,302,322,542,610,616,654
31371:8,17,29,58,76,302,542,616,650,654
31386:17,29,58,76,224,302,616,650,654,1245
31405:17,17,17,17,17,17,17,17,17,17
31445:17,17,17,17,17,17,17,17,17,17
31462:17,70,76,138,226,302,508,616,654,1462
31475:8,29,58,76,84,302,354,616,654,1102
31497:17,58,70,76,226,262,302,616,654,780
31499:719,1730,2582,11732,12257,21931,27486,33901,64955,118150
31502:17,17,17,17,17,17,17,17,17,17
31508:17,17,17,17,17,17,17,17,17,17
31510:21,61,717,1353,2548,7264,11050,14176,24983,42547
31541:17,294,302,1410,4032,4210,5303,5662,14026,15754
31545:8,17,58,76,84,302,518,564,616,654
31551:8,17,29,58,76,224,302,616,650,654
31563:168,661,719,984,1230,1400,1528,2318,4877,8860
31578:15,17,58,76,226,302,564,616,654,901
31585:262,463,698,827,1205,2326,3081,4444,5738,18850
31597:16686,20706,47228,48932,62870,64213,70125,80499,80867,94594
31639:17,58,70,76,81,302,564,616,650,654
31644:8,17,58,76,81,302,361,616,654,698
31653:17,197,840,2548,3196,5111,7160,8069,10541,27070
31687:17,29,58,76,182,302,616,650,654,1245
31691:17,17,17,17,17,17,17,17,17,17
31696:2021,44196,52320,60576,63371,81079,104129,109485,121654,17
31744:8,17,29,58,84,302,542,650,654,861
31751:17,17,17,17,17,17,17,17,17,17
31789:17,17,17,17,17,17,17,17,17,17
31791:17,17,17,17,17,17,17,17,17,17
31806:616,5120,10819,14092,29030,33160,56198,59585,62769,65429
31822:17,17,17,17,17,17,17,17,17,17
31890:525,931,1410,12493,18711,20084,41498,47734,67614,68909
31920:8,17,58,76,302,508,564,616,650,654
31926:17,76,226,302,500,508,518,564,616,6491
31933:17,76,302,361,616,698,736,2265,2848,6387
31937:17,65,131,486,861,891,1405,1549,2200,3304
31947:17,17,17,17,17,17,17,17,17,17
31955:6,8,17,76,224,238,518,564,616,861
31958:17,17,17,17,17,17,17,17,17,17
31985:17,17,17,17,17,17,17,17,17,17
32010:15,17,32,58,518,542,568,616,11980,20035
32032:17,58,62,224,302,409,542,616,650,654
32043:8,17,29,58,76,84,616,650,654,1102
